,CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
4028,204028,0,35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,1,1,Manager,23183
4029,204029,0,38,Self Enquiry,3,10,Salaried,Male,3,4,Standard,3,Unmarried,4,0,3,0,2,Senior Manager,26106
4030,204030,0,35,Self Enquiry,1,12,Small Business,Female,3,5,Standard,5,Single,4,0,1,1,2,Senior Manager,30309
4031,204031,0,37,Company Invited,3,18,Large Business,Female,4,4,Standard,3,Married,2,0,5,0,3,Senior Manager,28416
4032,204032,0,37,Self Enquiry,1,10,Salaried,Female,3,4,Basic,3,Married,7,0,1,0,2,Executive,21513
4034,204034,0,31,Company Invited,1,30,Salaried,Male,4,6,Basic,3,Married,3,0,3,0,1,Executive,21291
4035,204035,0,34,Company Invited,3,29,Small Business,Male,4,4,Deluxe,4,Married,2,0,1,0,1,Manager,24824
4036,204036,1,57,Self Enquiry,1,21,Salaried,Female,4,4,Basic,4,Married,2,1,5,1,1,Executive,23641
4037,204037,0,52,Self Enquiry,1,13,Salaried,Male,3,4,King,3,Single,2,0,5,1,2,VP,38215
4038,204038,1,32,Self Enquiry,3,13,Salaried,Male,4,6,Deluxe,3,Married,6,1,3,0,3,Manager,24850
4039,204039,0,27,Self Enquiry,1,13,Salaried,Female,3,5,Basic,4,Married,3,0,3,1,2,Executive,21046
4040,204040,1,59,Self Enquiry,1,30,Small Business,Female,4,4,Standard,3,Married,3,0,3,1,1,Senior Manager,28990
4041,204041,1,20,Self Enquiry,3,29,Small Business,Male,3,4,Basic,3,Single,3,1,1,1,1,Executive,20353
4042,204042,0,23,Self Enquiry,1,9,Large Business,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,21201
4043,204043,0,50,Self Enquiry,1,27,Small Business,Female,4,4,Deluxe,5,Married,3,0,1,1,1,Manager,25245
4044,204044,0,44,Company Invited,1,35,Small Business,Female,4,2,Basic,3,Unmarried,6,0,3,0,3,Executive,23417
4045,204045,0,51,Company Invited,3,19,Small Business,Fe Male,4,4,Standard,3,Unmarried,6,0,5,1,3,Senior Manager,27886
4046,204046,1,32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Married,5,1,3,0,3,Manager,23237
4047,204047,0,42,Self Enquiry,3,16,Salaried,Male,4,4,Standard,3,Married,5,1,1,0,2,Senior Manager,26867
4048,204048,0,27,Self Enquiry,2,32,Salaried,Female,4,4,Basic,3,Married,3,0,4,1,2,Executive,21620
4049,204049,0,37,Self Enquiry,1,13,Small Business,Male,3,4,Deluxe,4,Married,8,0,4,0,2,Manager,23619
4050,204050,1,52,Company Invited,1,15,Salaried,Male,3,6,Standard,3,Single,4,0,1,1,1,Senior Manager,29328
4051,204051,0,40,Self Enquiry,3,11,Salaried,Female,3,5,Deluxe,3,Married,6,0,5,1,2,Manager,24580
4052,204052,0,26,Self Enquiry,3,35,Salaried,Male,3,5,Deluxe,3,Married,4,0,4,1,2,Manager,27317
4053,204053,0,31,Self Enquiry,2,16,Salaried,Male,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,25025
4054,204054,1,33,Self Enquiry,1,16,Small Business,Female,3,4,Basic,5,Unmarried,2,0,4,1,1,Executive,22878
4055,204055,0,46,Self Enquiry,1,36,Small Business,Male,3,4,Basic,3,Unmarried,7,0,1,1,1,Executive,22130
4056,204056,0,39,Self Enquiry,1,10,Large Business,Female,3,4,Deluxe,3,Unmarried,5,1,5,1,1,Manager,22995
4057,204057,0,31,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,1,1,3,Executive,21310
4058,204058,0,33,Company Invited,3,16,Small Business,Male,3,6,Deluxe,3,Married,2,0,1,0,2,Manager,23346
4059,204059,0,31,Self Enquiry,1,12,Large Business,Female,3,4,Basic,5,Married,7,0,5,0,2,Executive,21882
4060,204060,0,31,Self Enquiry,1,9,Small Business,Male,3,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398
4062,204062,0,42,Self Enquiry,1,16,Salaried,Male,4,4,Basic,5,Married,4,0,1,0,1,Executive,20916
4063,204063,0,20,Self Enquiry,1,10,Small Business,Female,4,4,Basic,4,Single,3,0,3,1,1,Executive,20161
4064,204064,0,41,Company Invited,1,33,Small Business,Female,3,4,Deluxe,4,Married,3,0,1,0,2,Manager,24283
4065,204065,0,36,Self Enquiry,3,7,Small Business,Male,4,4,Standard,4,Married,3,0,4,0,1,Senior Manager,25973
4066,204066,0,54,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Married,4,1,5,0,2,Manager,20984
4067,204067,0,46,Self Enquiry,1,16,Salaried,Male,3,4,Deluxe,4,Married,2,0,4,1,1,Manager,21026
4068,204068,0,33,Company Invited,3,15,Small Business,Fe Male,3,4,Standard,3,Unmarried,3,0,4,1,2,Senior Manager,27676
4069,204069,0,30,Company Invited,1,7,Large Business,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,22997
4070,204070,0,52,Self Enquiry,1,14,Small Business,Male,3,5,Deluxe,3,Married,4,0,3,1,2,Manager,24810
4071,204071,0,59,Self Enquiry,1,16,Small Business,Female,4,5,Basic,4,Married,6,1,1,1,2,Executive,22024
4072,204072,0,41,Self Enquiry,3,11,Small Business,Male,4,5,Standard,3,Married,2,0,1,1,2,Senior Manager,29533
4073,204073,0,35,Company Invited,3,9,Small Business,Female,4,4,Basic,3,Married,8,0,5,0,1,Executive,20909
4074,204074,0,23,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Married,3,0,1,1,1,Executive,21001
4075,204075,0,28,Company Invited,1,16,Small Business,Male,3,4,Basic,4,Married,8,0,3,1,2,Executive,20702
4076,204076,0,29,Self Enquiry,1,28,Small Business,Male,3,4,Basic,3,Married,3,0,1,0,1,Executive,21391
4077,204077,0,58,Self Enquiry,1,31,Salaried,Male,3,2,Standard,3,Married,5,1,4,1,1,Senior Manager,28117
4078,204078,0,28,Company Invited,1,10,Small Business,Male,4,5,Basic,3,Married,3,1,1,0,3,Executive,21244
4080,204080,0,42,Self Enquiry,1,21,Salaried,Male,3,4,Basic,3,Married,6,0,4,1,2,Executive,21129
4081,204081,0,31,Self Enquiry,3,12,Salaried,Female,3,4,Standard,3,Married,4,0,4,1,2,Senior Manager,28097
4082,204082,0,39,Self Enquiry,3,7,Salaried,Fe Male,3,5,Deluxe,3,Unmarried,6,0,1,0,2,Manager,27364
4083,204083,0,33,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Unmarried,5,0,1,0,2,Executive,21716
4084,204084,0,28,Self Enquiry,1,24,Large Business,Male,3,4,Basic,4,Married,2,1,4,0,1,Executive,21736
4085,204085,1,20,Company Invited,3,7,Large Business,Female,4,6,Basic,5,Single,2,0,3,1,1,Executive,21003
4086,204086,0,37,Company Invited,1,10,Small Business,Male,2,4,Basic,4,Single,6,0,4,1,1,Executive,20766
4087,204087,0,31,Company Invited,1,16,Small Business,Male,4,4,Deluxe,5,Married,3,0,1,1,2,Manager,21750
4088,204088,0,46,Self Enquiry,3,11,Salaried,Female,2,4,Deluxe,5,Married,6,1,4,0,1,Manager,23684
4089,204089,0,57,Self Enquiry,1,15,Salaried,Female,4,4,Basic,5,Married,6,1,4,1,2,Executive,22935
4090,204090,0,34,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Single,2,0,3,1,1,Executive,21178
4092,204092,0,47,Self Enquiry,3,7,Small Business,Female,4,4,Standard,5,Married,3,0,1,1,3,Senior Manager,29131
4093,204093,0,39,Self Enquiry,1,16,Salaried,Female,4,4,Basic,3,Single,3,0,1,1,3,Executive,20966
4094,204094,0,32,Self Enquiry,1,19,Small Business,Female,4,4,Basic,3,Married,2,1,4,1,2,Executive,22607
4095,204095,0,35,Self Enquiry,1,34,Small Business,Female,4,4,Basic,4,Single,4,0,3,0,1,Executive,20989
4096,204096,1,42,Self Enquiry,3,27,Small Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,2,Executive,21818
4097,204097,0,51,Self Enquiry,1,7,Small Business,Male,3,5,Basic,3,Married,4,0,3,1,1,Executive,22368
4098,204098,0,54,Self Enquiry,1,20,Small Business,Female,3,2,Deluxe,5,Married,3,0,1,1,1,Manager,23128
4099,204099,0,34,Self Enquiry,1,21,Small Business,Female,4,4,Basic,4,Married,3,0,5,1,2,Executive,21434
4102,204102,0,35,Company Invited,1,9,Salaried,Male,3,5,Deluxe,3,Married,3,0,4,0,2,Manager,28225
4103,204103,0,52,Self Enquiry,1,10,Small Business,Female,4,4,Super Deluxe,4,Single,5,0,5,1,2,AVP,32412
4105,204105,0,28,Self Enquiry,1,16,Small Business,Female,5,4,Basic,4,Single,3,0,3,0,2,Executive,20957
4106,204106,1,36,Self Enquiry,1,30,Salaried,Male,3,5,Deluxe,3,Married,5,1,4,1,1,Manager,24594
4107,204107,0,44,Company Invited,1,14,Small Business,Male,3,2,Basic,3,Married,6,0,4,1,1,Executive,20767
4109,204109,0,38,Self Enquiry,1,28,Salaried,Male,4,2,Basic,5,Married,3,1,3,1,1,Executive,22242
4110,204110,0,36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,1,0,1,Manager,23103
4111,204111,0,43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,1,0,1,Manager,23943
4112,204112,0,39,Self Enquiry,1,9,Salaried,Male,3,4,Deluxe,3,Married,2,0,1,1,2,Manager,25231
4113,204113,0,39,Self Enquiry,1,36,Large Business,Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,24939
4114,204114,0,28,Company Invited,1,7,Large Business,Male,3,5,Deluxe,5,Married,7,0,3,1,1,Manager,22976
4115,204115,0,50,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,1,0,1,Manager,25482
4116,204116,0,35,Company Invited,1,17,Small Business,Male,3,4,Basic,3,Married,3,1,3,1,2,Executive,22493
4117,204117,0,41,Self Enquiry,1,26,Small Business,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,21419
4118,204118,1,39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Married,2,1,3,1,3,Manager,25351
4119,204119,1,30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Married,3,0,3,0,1,Senior Manager,26317
4120,204120,0,23,Self Enquiry,1,12,Salaried,Male,3,2,Basic,4,Married,3,1,4,1,1,Executive,21006
4121,204121,0,37,Company Invited,1,25,Small Business,Female,4,4,Basic,3,Single,3,0,3,0,2,Executive,20831
4122,204122,0,41,Company Invited,1,16,Salaried,Male,4,5,Deluxe,3,Married,2,0,5,0,2,Manager,23554
4123,204123,0,47,Self Enquiry,1,7,Small Business,Male,4,4,Standard,5,Married,2,0,1,0,3,Senior Manager,28074
4124,204124,1,33,Self Enquiry,3,11,Small Business,Male,3,6,Standard,3,Married,3,0,1,1,1,Senior Manager,29078
4125,204125,0,31,Company Invited,1,7,Salaried,Male,3,5,Standard,3,Unmarried,3,0,5,1,2,Senior Manager,27152
4126,204126,0,28,Company Invited,3,27,Salaried,Female,3,4,Deluxe,3,Single,3,0,1,1,2,Manager,28659
4127,204127,0,52,Self Enquiry,1,15,Salaried,Male,3,5,Standard,4,Married,7,0,3,1,2,Senior Manager,31168
4128,204128,1,31,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Unmarried,7,1,4,0,1,Executive,21335
4129,204129,0,42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,1,0,1,Senior Manager,32269
4130,204130,1,31,Company Invited,3,33,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,7,0,1,1,2,Manager,25374
4131,204131,1,30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,1,0,1,Executive,20736
4132,204132,0,46,Company Invited,3,13,Small Business,Fe Male,3,5,Standard,3,Unmarried,8,0,4,1,1,Senior Manager,27543
4133,204133,0,55,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,5,Married,4,0,4,1,1,Manager,24618
4134,204134,0,37,Self Enquiry,1,12,Salaried,Male,4,4,Deluxe,4,Unmarried,2,0,1,1,2,Manager,24592
4135,204135,0,34,Self Enquiry,1,11,Small Business,Female,3,5,Basic,4,Married,8,0,4,0,2,Executive,21300
4136,204136,0,38,Company Invited,1,18,Salaried,Male,3,4,Standard,3,Married,3,1,3,1,2,Senior Manager,30863
4137,204137,0,39,Self Enquiry,3,10,Salaried,Male,4,4,Standard,3,Married,2,0,1,1,2,Senior Manager,29287
4138,204138,0,32,Company Invited,1,7,Small Business,Male,3,6,Deluxe,3,Married,2,0,3,0,1,Manager,23023
4139,204139,0,60,Self Enquiry,1,10,Salaried,Male,4,5,Basic,3,Married,5,0,3,0,1,Executive,20855
4140,204140,0,38,Company Invited,3,11,Small Business,Male,3,4,Basic,3,Married,6,0,4,1,1,Executive,21471
4141,204141,0,30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Married,3,0,3,1,2,Senior Manager,26596
4142,204142,0,36,Company Invited,3,7,Small Business,Fe Male,4,4,Standard,3,Unmarried,3,0,5,1,1,Senior Manager,27467
4143,204143,1,30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,1,Executive,21067
4144,204144,0,53,Self Enquiry,1,9,Salaried,Female,3,5,Basic,3,Unmarried,2,0,3,1,1,Executive,21890
4146,204146,0,60,Self Enquiry,2,13,Small Business,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,20945
4148,204148,1,34,Self Enquiry,1,21,Small Business,Male,3,4,Basic,3,Married,7,1,1,1,2,Executive,21114
4150,204150,1,34,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Married,2,0,3,1,2,Executive,21385
4152,204152,0,33,Self Enquiry,3,11,Salaried,Female,3,4,Basic,4,Married,4,0,3,1,2,Executive,22609
4153,204153,1,33,Self Enquiry,1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,0,3,Executive,22408
4154,204154,0,40,Self Enquiry,1,7,Small Business,Female,4,4,Basic,3,Married,2,0,3,1,1,Executive,20910
4155,204155,0,33,Company Invited,3,33,Small Business,Male,4,4,Deluxe,3,Married,2,0,4,1,2,Manager,23143
4156,204156,0,42,Self Enquiry,1,26,Salaried,Male,3,4,Deluxe,5,Married,4,0,1,0,1,Manager,21750
4157,204157,0,41,Self Enquiry,1,31,Large Business,Male,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,21997
4159,204159,0,32,Company Invited,1,10,Small Business,Male,4,4,Standard,3,Married,2,0,4,1,1,Senior Manager,32353
4160,204160,0,34,Self Enquiry,1,12,Salaried,Female,4,5,Basic,3,Married,3,0,1,0,1,Executive,21589
4161,204161,0,35,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,5,Married,8,0,4,0,2,Manager,24635
4162,204162,0,38,Self Enquiry,1,7,Small Business,Female,3,5,Basic,5,Married,4,0,4,0,2,Executive,22598
4163,204163,0,46,Company Invited,1,14,Salaried,Male,4,2,Deluxe,3,Married,6,0,1,1,1,Manager,25112
4164,204164,1,38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,0,3,Senior Manager,28726
4165,204165,0,40,Company Invited,1,9,Large Business,Female,4,4,Standard,3,Single,2,0,1,1,3,Senior Manager,29616
4166,204166,0,30,Self Enquiry,1,22,Salaried,Male,3,4,Basic,3,Single,3,0,3,1,2,Executive,21018
4167,204167,0,43,Self Enquiry,1,24,Salaried,Fe Male,3,2,Deluxe,5,Unmarried,5,1,1,1,2,Manager,25223
4168,204168,0,30,Self Enquiry,3,27,Small Business,Male,3,4,Deluxe,3,Married,4,0,1,1,1,Manager,25609
4169,204169,0,26,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,23576
4170,204170,0,43,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Married,2,1,4,1,2,Executive,21271
4172,204172,0,52,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21401
4173,204173,1,32,Company Invited,1,36,Small Business,Male,4,5,Basic,4,Unmarried,2,0,3,0,3,Executive,22157
4174,204174,0,33,Company Invited,1,14,Salaried,Male,4,2,Basic,4,Married,3,0,1,0,2,Executive,21472
4175,204175,0,39,Company Invited,3,9,Salaried,Male,3,5,Deluxe,3,Married,5,0,5,1,2,Manager,23927
4176,204176,0,33,Self Enquiry,1,9,Large Business,Male,3,5,Deluxe,5,Single,6,0,4,0,2,Manager,20854
4177,204177,0,47,Self Enquiry,3,9,Large Business,Female,4,6,Super Deluxe,4,Married,5,1,5,1,1,AVP,35550
4178,204178,1,29,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Unmarried,4,0,4,0,2,Executive,22163
4179,204179,0,30,Self Enquiry,3,9,Small Business,Male,4,5,Deluxe,4,Married,4,0,4,1,1,Manager,25322
4180,204180,0,32,Self Enquiry,1,30,Small Business,Male,4,5,Deluxe,3,Married,2,0,3,0,2,Manager,24260
4181,204181,0,26,Company Invited,1,12,Salaried,Male,3,2,Deluxe,5,Married,3,0,5,1,2,Manager,22678
4182,204182,0,46,Self Enquiry,1,27,Small Business,Male,4,4,Super Deluxe,3,Married,2,1,3,1,2,AVP,32174
4183,204183,0,37,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Married,2,0,5,1,2,Executive,21888
4185,204185,1,48,Company Invited,1,36,Salaried,Male,3,4,Standard,4,Married,3,1,3,1,1,Senior Manager,30527
4186,204186,0,29,Self Enquiry,1,16,Small Business,Male,4,4,Basic,3,Married,3,0,1,1,1,Executive,20748
4187,204187,0,38,Self Enquiry,3,13,Small Business,Male,4,4,Deluxe,3,Married,6,0,3,1,1,Manager,25180
4188,204188,0,22,Self Enquiry,1,10,Small Business,Male,4,5,Basic,3,Unmarried,3,0,5,1,3,Executive,21908
4189,204189,0,38,Company Invited,1,7,Small Business,Female,4,4,Standard,3,Married,4,1,3,0,1,Senior Manager,32281
4190,204190,0,36,Self Enquiry,1,29,Salaried,Female,4,2,Standard,4,Married,2,0,5,1,3,Senior Manager,30674
4191,204191,0,39,Self Enquiry,3,14,Small Business,Female,3,2,Deluxe,5,Married,3,1,3,1,2,Manager,24283
4192,204192,0,27,Company Invited,1,7,Salaried,Female,3,4,Deluxe,4,Married,3,0,5,1,2,Manager,25075
4195,204195,0,43,Self Enquiry,3,7,Salaried,Male,2,4,Deluxe,3,Married,3,0,3,1,1,Manager,23585
4196,204196,0,30,Company Invited,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,1,0,2,Manager,23232
4197,204197,0,56,Self Enquiry,1,27,Large Business,Male,3,4,Deluxe,3,Married,5,1,1,0,1,Manager,24093
4198,204198,0,27,Company Invited,1,18,Small Business,Male,3,4,Deluxe,5,Married,3,1,3,1,1,Manager,23419
4199,204199,0,38,Self Enquiry,1,7,Salaried,Female,3,4,Basic,3,Single,3,0,1,1,1,Executive,20793
4200,204200,1,45,Company Invited,1,31,Salaried,Male,3,4,Basic,3,Married,5,1,5,0,2,Executive,21839
4201,204201,0,39,Self Enquiry,1,30,Salaried,Male,3,4,Deluxe,3,Married,2,0,3,0,2,Manager,24423
4202,204202,1,27,Self Enquiry,1,23,Small Business,Male,3,4,Basic,4,Married,4,1,1,1,1,Executive,21051
4203,204203,0,29,Self Enquiry,1,15,Salaried,Female,4,4,Basic,3,Unmarried,3,0,4,1,2,Executive,21988
4205,204205,0,37,Self Enquiry,1,10,Large Business,Male,2,4,Deluxe,4,Unmarried,6,0,1,1,1,Manager,23163
4206,204206,0,32,Company Invited,3,12,Small Business,Female,3,4,Basic,4,Married,3,0,3,0,1,Executive,21467
4207,204207,1,27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,1,1,1,Manager,24506
4208,204208,0,38,Company Invited,1,16,Small Business,Male,3,4,Basic,3,Married,3,1,1,0,2,Executive,21004
4209,204209,0,43,Company Invited,3,33,Small Business,Female,4,4,Super Deluxe,4,Married,7,0,3,1,2,AVP,32203
4210,204210,1,19,Self Enquiry,1,10,Small Business,Male,3,4,Basic,3,Single,3,0,4,1,1,Executive,20098
4211,204211,0,36,Self Enquiry,3,23,Small Business,Male,4,4,Standard,4,Married,2,0,1,1,2,Senior Manager,26698
4212,204212,0,37,Company Invited,1,25,Salaried,Male,3,2,Basic,3,Married,6,0,5,1,2,Executive,22366
4213,204213,0,52,Self Enquiry,1,9,Small Business,Male,3,6,Deluxe,4,Married,7,0,1,0,2,Manager,24160
4216,204216,0,29,Self Enquiry,1,23,Small Business,Male,4,2,Deluxe,5,Unmarried,2,0,5,0,2,Manager,24339
4217,204217,0,32,Self Enquiry,3,14,Large Business,Male,4,2,Deluxe,3,Married,6,0,1,1,2,Manager,25607
4218,204218,0,40,Self Enquiry,1,7,Small Business,Male,3,2,Standard,3,Married,2,0,3,1,1,Senior Manager,28291
4219,204219,0,37,Company Invited,1,31,Salaried,Female,3,4,Deluxe,4,Married,2,0,3,1,2,Manager,24352
4220,204220,0,33,Self Enquiry,3,14,Salaried,Male,4,5,Deluxe,3,Married,3,0,3,1,1,Manager,24162
4221,204221,0,39,Self Enquiry,1,32,Salaried,Female,3,5,Standard,4,Married,5,0,3,0,2,Senior Manager,30739
4222,204222,0,59,Company Invited,1,7,Salaried,Male,3,6,Deluxe,3,Married,4,1,1,1,2,Manager,24338
4223,204223,0,32,Self Enquiry,1,12,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,1,Executive,23499
4224,204224,0,32,Self Enquiry,2,9,Salaried,Male,4,5,Deluxe,5,Married,5,0,3,0,3,Manager,25088
4225,204225,0,46,Company Invited,1,14,Salaried,Male,4,4,Standard,5,Married,3,0,1,1,1,Senior Manager,23888
4226,204226,0,32,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21373
4227,204227,0,34,Company Invited,1,12,Salaried,Female,4,4,Standard,4,Married,8,0,3,1,2,Senior Manager,30556
4229,204229,0,44,Company Invited,1,17,Salaried,Female,3,4,Basic,3,Single,2,0,5,0,1,Executive,21133
4230,204230,0,50,Self Enquiry,1,7,Large Business,Female,3,5,Super Deluxe,3,Single,2,1,3,0,1,AVP,32642
4231,204231,1,53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Married,4,0,1,1,1,Manager,23619
4232,204232,0,28,Self Enquiry,1,12,Salaried,Female,3,4,Basic,4,Single,3,1,3,0,2,Executive,21156
4233,204233,0,33,Self Enquiry,3,15,Large Business,Female,4,5,Deluxe,4,Married,3,1,1,1,3,Manager,23906
4234,204234,0,28,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Unmarried,3,1,4,0,2,Manager,23156
4235,204235,0,32,Self Enquiry,3,14,Small Business,Male,4,4,Deluxe,3,Married,6,0,1,0,1,Manager,26225
4236,204236,0,33,Self Enquiry,1,9,Small Business,Fe Male,4,2,Deluxe,3,Unmarried,2,0,3,0,1,Manager,23733
4237,204237,1,29,Self Enquiry,1,9,Small Business,Male,3,6,Basic,3,Married,7,1,3,1,2,Executive,22142
4238,204238,0,31,Self Enquiry,1,35,Small Business,Female,4,4,Deluxe,3,Married,3,0,3,1,3,Manager,24453
4239,204239,0,32,Company Invited,1,14,Salaried,Female,3,5,Standard,3,Married,3,0,1,1,1,Senior Manager,27621
4241,204241,1,40,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,3,Married,6,1,4,1,2,Manager,23916
4242,204242,0,34,Company Invited,3,17,Small Business,Male,3,5,Deluxe,3,Unmarried,5,0,3,1,1,Manager,23360
4244,204244,0,44,Company Invited,1,17,Salaried,Female,3,5,Deluxe,3,Married,3,0,3,1,1,Manager,23935
4245,204245,0,28,Company Invited,3,7,Small Business,Male,4,4,Deluxe,4,Married,2,1,1,0,2,Manager,25027
4246,204246,0,55,Company Invited,1,27,Salaried,Fe Male,3,4,Deluxe,3,Unmarried,5,0,4,0,2,Manager,23547
4247,204247,0,44,Self Enquiry,1,14,Salaried,Female,3,4,Standard,5,Married,2,0,5,1,1,Senior Manager,28663
4248,204248,0,46,Self Enquiry,1,15,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,1,Manager,22375
4249,204249,0,41,Self Enquiry,3,7,Small Business,Male,3,6,Deluxe,3,Married,4,1,3,1,1,Manager,26135
4250,204250,1,30,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Married,3,1,3,0,2,Executive,20797
4251,204251,0,30,Self Enquiry,1,16,Salaried,Male,2,5,Basic,3,Unmarried,2,0,1,1,1,Executive,22661
4252,204252,0,31,Self Enquiry,3,12,Small Business,Female,2,5,Deluxe,3,Married,3,0,1,1,1,Manager,24796
4253,204253,0,28,Self Enquiry,3,15,Small Business,Female,3,4,Deluxe,4,Married,3,0,1,0,2,Manager,24892
4254,204254,0,38,Self Enquiry,1,12,Small Business,Male,4,4,Deluxe,3,Married,2,0,3,1,3,Manager,25025
4255,204255,0,39,Self Enquiry,1,22,Salaried,Male,4,5,Standard,3,Married,2,1,5,1,3,Senior Manager,30188
4256,204256,0,32,Self Enquiry,1,14,Small Business,Fe Male,3,4,Standard,3,Unmarried,3,1,4,1,2,Senior Manager,25821
4257,204257,0,30,Self Enquiry,3,17,Small Business,Female,3,5,Deluxe,4,Married,3,1,5,1,1,Manager,26946
4258,204258,0,36,Self Enquiry,1,12,Large Business,Male,4,4,Standard,4,Unmarried,2,0,3,1,2,Senior Manager,26773
4259,204259,0,24,Self Enquiry,1,33,Salaried,Male,3,4,Basic,3,Married,3,0,1,0,2,Executive,21582
4260,204260,0,42,Self Enquiry,1,13,Small Business,Male,4,5,Deluxe,4,Unmarried,8,1,3,1,3,Manager,24710
4261,204261,0,48,Company Invited,3,11,Small Business,Male,4,4,Deluxe,3,Unmarried,5,0,4,0,3,Manager,21654
4263,204263,0,30,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Married,3,0,1,1,2,Manager,23327
4264,204264,0,43,Self Enquiry,2,9,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21374
4265,204265,0,33,Self Enquiry,1,9,Small Business,Female,4,4,Basic,4,Married,3,0,4,0,2,Executive,21048
4266,204266,0,49,Self Enquiry,3,36,Small Business,Female,4,4,Standard,3,Married,5,0,4,0,2,Senior Manager,31182
4267,204267,0,38,Self Enquiry,1,13,Small Business,Male,3,2,Deluxe,5,Married,6,1,3,1,2,Manager,24652
4268,204268,0,31,Company Invited,3,32,Large Business,Female,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,23414
4269,204269,0,27,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,0,2,Manager,23974
4270,204270,0,43,Self Enquiry,1,9,Salaried,Male,4,5,Deluxe,3,Unmarried,5,0,1,1,1,Manager,25459
4271,204271,1,22,Company Invited,3,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,1,3,Executive,20852
4272,204272,0,37,Company Invited,3,7,Small Business,Fe Male,3,4,Deluxe,3,Unmarried,6,0,1,1,2,Manager,25331
4273,204273,0,37,Company Invited,3,10,Small Business,Male,3,5,Standard,3,Married,6,0,1,0,1,Senior Manager,28377
4274,204274,0,58,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Married,4,0,3,0,2,Manager,25433
4275,204275,0,41,Self Enquiry,1,17,Salaried,Female,3,2,Basic,3,Married,5,1,3,0,2,Executive,20891
4276,204276,0,22,Company Invited,3,16,Small Business,Male,3,4,Basic,3,Unmarried,3,0,4,1,1,Executive,21288
